PairName,SeqType,NumMatches,Inliers,TimeMS,H_Error,MMA@3,MMA@5,MMA@7,MHA_Acc@3,MHA_Acc@5,MHA_Acc@7,AUC@1,AUC@3,AUC@5,AUC@10
i_fruits_1_4,illumination,2502,2229,45.53,0.6744,0.8929,0.9125,0.9281,1,1,1,0.3256,0.7752,0.8651,0.9326
i_fruits_1_5,illumination,2438,2224,45.81,0.3777,0.9114,0.9262,0.9409,1,1,1,0.6223,0.8741,0.9245,0.9622
i_fruits_1_6,illumination,2493,2254,46.81,0.2884,0.9045,0.9242,0.9374,1,1,1,0.7116,0.9039,0.9423,0.9712
i_gonnenberg_1_2,illumination,1204,1187,26.23,0.1382,0.9859,0.9875,0.9900,1,1,1,0.8618,0.9539,0.9724,0.9862
i_gonnenberg_1_3,illumination,1226,1182,25.51,0.2873,0.9641,0.9731,0.9845,1,1,1,0.7127,0.9042,0.9425,0.9713
i_gonnenberg_1_4,illumination,1203,1177,24.39,0.3479,0.9767,0.9809,0.9867,1,1,1,0.6521,0.8840,0.9304,0.9652
i_gonnenberg_1_5,illumination,1197,1180,24.17,0.2325,0.9858,0.9883,0.9916,1,1,1,0.7675,0.9225,0.9535,0.9768
i_gonnenberg_1_6,illumination,1212,1197,24.45,0.3512,0.9876,0.9876,0.9909,1,1,1,0.6488,0.8829,0.9298,0.9649
i_greenhouse_1_2,illumination,2014,2012,33.76,0.0475,0.9995,1.0000,1.0000,1,1,1,0.9525,0.9842,0.9905,0.9952
i_greenhouse_1_3,illumination,2014,2006,30.69,0.2034,0.9960,0.9970,0.9990,1,1,1,0.7966,0.9322,0.9593,0.9797
i_greenhouse_1_4,illumination,2002,1983,30.88,0.3281,0.9900,0.9940,0.9970,1,1,1,0.6719,0.8906,0.9344,0.9672
i_greenhouse_1_5,illumination,1990,1981,29.61,0.5788,0.9940,0.9985,0.9985,1,1,1,0.4212,0.8071,0.8842,0.9421
i_greenhouse_1_6,illumination,1973,1959,29.41,0.7814,0.9919,0.9970,0.9985,1,1,1,0.2186,0.7395,0.8437,0.9219
i_greentea_1_2,illumination,1906,1878,35.09,0.2066,0.9827,0.9916,0.9948,1,1,1,0.7934,0.9311,0.9587,0.9793
i_greentea_1_3,illumination,2050,2012,33.75,0.2445,0.9805,0.9873,0.9922,1,1,1,0.7555,0.9185,0.9511,0.9755
i_greentea_1_4,illumination,2066,2050,31.82,0.1042,0.9918,0.9976,0.9990,1,1,1,0.8958,0.9653,0.9792,0.9896
i_greentea_1_5,illumination,2039,2015,31.74,0.2087,0.9882,0.9912,0.9922,1,1,1,0.7913,0.9304,0.9583,0.9791
i_greentea_1_6,illumination,2055,2008,32.05,0.2725,0.9737,0.9854,0.9908,1,1,1,0.7275,0.9092,0.9455,0.9728
i_indiana_1_2,illumination,1568,1563,23.68,0.1359,0.9968,1.0000,1.0000,1,1,1,0.8641,0.9547,0.9728,0.9864
i_indiana_1_3,illumination,1561,1554,24.30,0.1157,0.9955,1.0000,1.0000,1,1,1,0.8843,0.9614,0.9769,0.9884
i_indiana_1_4,illumination,1551,1540,22.71,0.1667,0.9929,0.9955,0.9974,1,1,1,0.8333,0.9444,0.9667,0.9833
i_indiana_1_5,illumination,1544,1532,22.78,0.1846,0.9922,0.9942,0.9981,1,1,1,0.8154,0.9385,0.9631,0.9815
i_indiana_1_6,illumination,1543,1524,22.68,0.2096,0.9864,0.9916,0.9955,1,1,1,0.7904,0.9301,0.9581,0.9790
i_kions_1_2,illumination,1607,1523,27.13,1.1992,0.9210,0.9820,0.9900,1,1,1,0.0000,0.6003,0.7602,0.8801
i_kions_1_3,illumination,1572,1459,25.22,0.2384,0.9281,0.9720,0.9911,1,1,1,0.7616,0.9205,0.9523,0.9762
i_kions_1_4,illumination,1623,1514,23.30,0.4952,0.9230,0.9612,0.9815,1,1,1,0.5048,0.8349,0.9010,0.9505
i_kions_1_5,illumination,1610,1508,23.64,0.6835,0.9193,0.9634,0.9845,1,1,1,0.3165,0.7722,0.8633,0.9317
i_kions_1_6,illumination,1469,1346,23.91,0.3475,0.9149,0.9598,0.9796,1,1,1,0.6525,0.8842,0.9305,0.9652
i_ktirio_1_2,illumination,2128,2106,35.91,0.1127,0.9892,0.9934,0.9953,1,1,1,0.8873,0.9624,0.9775,0.9887
i_ktirio_1_3,illumination,2106,2035,32.44,0.3638,0.9644,0.9872,0.9953,1,1,1,0.6362,0.8787,0.9272,0.9636
i_ktirio_1_4,illumination,1839,1731,31.68,0.3249,0.9353,0.9657,0.9788,1,1,1,0.6751,0.8917,0.9350,0.9675
i_ktirio_1_5,illumination,2173,2079,32.19,0.3584,0.9540,0.9853,0.9963,1,1,1,0.6416,0.8805,0.9283,0.9642
i_ktirio_1_6,illumination,2025,1924,31.91,0.2945,0.9462,0.9694,0.9847,1,1,1,0.7055,0.9018,0.9411,0.9706
i_kurhaus_1_2,illumination,1576,1563,27.45,0.2058,0.9918,0.9943,0.9981,1,1,1,0.7942,0.9314,0.9588,0.9794
i_kurhaus_1_3,illumination,1575,1549,25.84,0.0791,0.9835,0.9917,0.9943,1,1,1,0.9209,0.9736,0.9842,0.9921
i_kurhaus_1_4,illumination,1538,1512,24.84,0.0918,0.9831,0.9941,0.9948,1,1,1,0.9082,0.9694,0.9816,0.9908
